node,polarity,fan_size,pos
n_001157,neutral,33410,"(816.091248, 1501.495117)"
n_001158,neutral,577307,"(-418.485779, -67.516029)"
n_001161,neutral,244,"(694.608765, 787.427734)"
n_001162,neutral,38765,"(-543.997742, -34.670784)"
n_001163,neutral,6213,"(1079.435425, 210.47287)"
n_001164,neutral,7611,"(-0.622579, -843.143127)"
n_001168,neutral,165701,"(1026.538696, 245.564728)"
n_001171,neutral,832,"(497.162903, 1468.216187)"
n_001172,neutral,5205,"(742.233154, 1502.595337)"
n_001174,neutral,803326,"(-516.110718, 9.407825)"
n_001176,neutral,38126,"(742.553955, 89.58506)"
n_001177,neutral,109393,"(831.921082, 156.326019)"
n_001179,neutral,1567,"(836.000122, -15.705593)"
n_001180,neutral,14817,"(894.103455, 39.398159)"
n_001182,neutral,29094,"(979.602051, 143.17688)"
n_001183,neutral,2248,"(700.08606, 1420.352295)"
n_001184,neutral,6036,"(930.338623, 28.482059)"
n_001186,neutral,325,"(525.652222, 1384.164185)"
n_001188,neutral,65357,"(1.87105, -786.661682)"
n_001189,neutral,1475,"(287.953278, 1350.420776)"
n_001190,neutral,14563,"(981.612122, 234.63887)"
n_001192,neutral,1723,"(1002.011047, 136.434738)"
n_001194,neutral,39913,"(767.509094, 1457.944702)"
n_001195,neutral,3956,"(-3.925532, -740.41748)"
n_001196,neutral,58980,"(1020.909302, 144.642853)"
n_001197,neutral,14196,"(728.67688, 1383.060913)"
n_001199,neutral,14606,"(696.088074, 1380.738892)"
n_0012,neutral,576,"(10560.181641, 25781.25)"
n_001200,neutral,2927,"(971.001587, 12.062451)"
n_001201,neutral,17745,"(750.392456, 1401.435059)"
n_001202,neutral,33744,"(-602.069275, -10.479022)"
n_001203,neutral,237414,"(902.340637, 136.18808)"
n_001204,neutral,3089,"(1031.863647, 192.44342)"
n_001207,neutral,216,"(433.633057, 1341.185425)"
n_001208,neutral,7505,"(967.933838, 83.886429)"
n_001209,neutral,72540,"(-66.549698, -17.122126)"
n_001210,neutral,33718,"(-80.107521, -734.442383)"
n_001212,neutral,93769,"(873.977051, 307.152222)"
n_001213,neutral,3261,"(1032.268066, 100.168808)"
n_001218,neutral,792350,"(941.822754, 246.5056)"
n_001219,neutral,2728,"(1074.468384, 144.54808)"
n_00122,neutral,7958,"(21288.816406, 20974.236328)"
n_001221,neutral,254264,"(811.048584, 1450.352417)"
n_001223,neutral,3376,"(805.499695, 111.456604)"
n_001227,neutral,2924,"(407.507538, 1379.323608)"
n_001228,neutral,882,"(501.305328, 1356.619141)"
n_00123,neutral,800,"(-563.231262, -183.557236)"
n_001230,neutral,8385,"(10.204617, -636.592346)"
n_001231,neutral,7280,"(948.568604, 121.400436)"
n_001232,neutral,103792,"(109.396439, -725.562988)"
n_001235,neutral,1140743,"(-443.563416, -129.152527)"
n_001236,neutral,47722,"(612.776794, 1297.432861)"
n_001237,neutral,4156,"(-301.568726, -257.253876)"
n_001239,neutral,112521,"(943.510803, 89.514084)"
n_00124,neutral,781,"(-469.318756, -522.506653)"
n_001240,neutral,25854,"(605.035828, 1423.737549)"
n_001243,neutral,8436,"(652.488892, 1438.930908)"
n_001245,neutral,42581,"(53.46756, -534.976685)"
n_001246,neutral,150659,"(587.173584, 1493.534912)"
n_001248,neutral,223305,"(721.37146, 1438.636963)"
n_001250,neutral,8772,"(546.238281, 1284.181763)"
n_001256,neutral,8683,"(299.559418, 1398.079834)"
n_001257,neutral,146742,"(869.002625, 78.756912)"
n_001266,neutral,2524234,"(873.296021, 136.02005)"
n_00127,neutral,858,"(350.438171, 327.537201)"
n_001277,neutral,157531,"(-35.598835, -367.999268)"
n_00128,neutral,57806,"(-487.11557, 1051.769775)"
n_001282,neutral,20832,"(850.410889, -141.842056)"
n_001283,neutral,136,"(-159.005173, -1038.195679)"
n_001287,neutral,4923,"(884.203308, 572.515564)"
n_001289,neutral,787,"(-544.967651, -592.065796)"
n_00129,neutral,120,"(83.820107, -46.138359)"
n_001290,neutral,128,"(-1089.137207, -525.749451)"
n_001291,neutral,16275,"(-1245.873657, -966.121216)"
n_001295,neutral,188,"(-1120.308838, -453.27301)"
n_001296,neutral,13807,"(1148.471313, 798.446106)"
n_0013,neutral,4710,"(-4711.047852, 25781.25)"
n_001300,neutral,9167,"(25781.25, 7332.337891)"
n_001301,neutral,31,"(-227.122253, -1375.655029)"
n_001302,neutral,324,"(2176.446777, 1513.825439)"
n_001303,neutral,167,"(2169.575195, 1518.254883)"
n_001304,neutral,54370,"(-99.672173, 1727.35498)"
n_001305,neutral,9864,"(2182.759277, 1507.936035)"
n_001306,neutral,333,"(-880.158875, 255.11734)"
n_001307,neutral,867,"(-870.769775, 261.602539)"
n_001308,neutral,722,"(-598.539551, 214.252502)"
n_001309,neutral,161,"(-878.718567, 244.899292)"
n_001310,neutral,350,"(2173.742676, 1529.204834)"
n_001311,neutral,832,"(2174.654053, 1497.51123)"
n_001312,neutral,1139,"(513.892883, 1562.771118)"
n_001314,neutral,3720,"(2162.107178, 1512.238403)"
n_001315,neutral,280,"(2148.467529, 1500.532715)"
n_001316,neutral,1577670,"(-561.888611, 1116.024536)"
n_001317,neutral,19462,"(2186.965088, 1517.326416)"
n_001318,neutral,72,"(-24218.75, -13142.772461)"
n_001320,neutral,21,"(2161.984863, 1526.17041)"
n_001321,neutral,48,"(2169.467285, 1505.580322)"
n_001325,neutral,146,"(-198.390518, -71.781433)"
n_001326,neutral,2494,"(1852.336304, 548.313049)"
n_00134,neutral,337,"(-24218.75, -13492.666992)"
n_00137,neutral,1458,"(304.29361, 837.969055)"
n_0014,neutral,5468,"(501.231049, -616.968079)"
n_00142,neutral,19893,"(235.977295, 229.772614)"
n_00144,neutral,862,"(-431.059998, -1368.225342)"
n_00145,neutral,5155,"(-19.235634, 1806.310425)"
n_00146,neutral,1423,"(522.994385, 2315.014404)"
n_00147,neutral,820,"(-237.107895, -1331.533447)"
n_0015,neutral,1629,"(507.359314, 630.625183)"
n_00151,neutral,1507,"(-464.162323, 1088.585938)"
n_00152,neutral,3727,"(1758.594238, 531.863281)"
n_00153,neutral,5534,"(-46.777302, 129.496872)"
n_00155,neutral,238,"(-124.396591, 1415.226196)"
n_00156,neutral,41,"(-109.825073, 2072.379883)"
n_00157,neutral,372,"(-100.458, 2076.688721)"
n_00159,neutral,35519,"(456.864838, 1850.763062)"
n_0016,neutral,5876,"(-36.500935, 231.591003)"
n_00161,neutral,52,"(-88.049568, -128.684601)"
n_00162,neutral,1111,"(1020.405151, -523.515564)"
n_00163,neutral,8267,"(368.014587, 876.486084)"
n_00164,neutral,3242,"(539.280518, 1699.738647)"
n_00165,neutral,20655,"(-173.018097, 136.204407)"
n_00166,neutral,294896,"(-148.707169, -37.785362)"
n_00167,neutral,101,"(-314.018768, -950.895508)"
n_00168,neutral,140,"(57.501896, -775.516663)"
n_00169,neutral,149,"(77.036751, -1105.659668)"
n_0017,neutral,433,"(282.870544, 1261.909058)"
n_00170,neutral,1027,"(115.080856, -1105.800781)"
n_00171,neutral,17,"(102.210571, -1103.192261)"
n_00172,neutral,1009,"(110.661789, -1089.590332)"
n_00173,neutral,4341,"(111.033936, -1098.022583)"
n_00176,neutral,1928,"(90.214172, -1106.73645)"
n_00177,neutral,586,"(-141.833374, 1541.913696)"
n_00178,neutral,525,"(-928.659241, 253.954224)"
n_00179,neutral,96,"(-1071.325684, 331.661407)"
n_0018,neutral,1698,"(-496.826813, 1050.089111)"
n_00180,neutral,954,"(-1061.638672, 352.038544)"
n_00181,neutral,234,"(-725.247314, 124.217735)"
n_00182,neutral,1231,"(-1052.968262, 344.910919)"
n_00183,neutral,278,"(-1050.785767, 362.108795)"
n_00184,neutral,182,"(-1046.611328, 351.561676)"
n_00185,neutral,235,"(-50.570385, -610.809753)"
n_00186,neutral,6978,"(-137.458267, -432.936615)"
n_0019,neutral,508,"(-24218.75, 10130.768555)"
n_00190,neutral,785,"(34.316669, -585.607544)"
n_00191,neutral,1190,"(-213.719421, -1030.248291)"
n_00192,neutral,1289,"(-208.19252, -1040.795654)"
n_00193,neutral,221,"(-223.684402, -1035.049316)"
n_00194,neutral,87,"(-225.335785, -1025.542969)"
n_00195,neutral,896,"(-338.017212, -753.006042)"
n_00196,neutral,2883,"(-223.622498, -1044.93042)"
n_00197,neutral,271,"(-213.782242, -1049.118652)"
n_00198,neutral,91,"(-234.866013, -1034.202881)"
n_00199,neutral,44,"(266.805695, 1660.298096)"
n_002,neutral,4872,"(-1249.424316, 25781.25)"
n_0020,neutral,1124,"(-551.618896, -129.476395)"
n_00200,neutral,2191,"(1761.478027, 548.975708)"
n_00201,neutral,4907,"(-3704.443848, -95.773323)"
n_00202,neutral,298,"(152.701096, -127.567337)"
n_00204,neutral,57,"(261.831787, -1036.203003)"
n_00206,neutral,336,"(-117.696808, -100.418221)"
n_00208,neutral,815,"(-34.440907, 1746.170166)"
n_00209,neutral,1047,"(-14.560541, 1615.422363)"
n_0021,neutral,3716,"(-3933.925781, -16.741646)"
n_00210,neutral,10208,"(-352.985199, -775.760193)"
n_00211,neutral,714,"(-347.320618, -784.718628)"
n_00212,neutral,594821,"(-932.487549, -726.767761)"
n_00213,neutral,7932,"(611.252991, 278.728943)"
n_00214,neutral,29447,"(1614.924561, 513.439331)"
n_00215,neutral,541,"(-4141.083008, -69.443268)"
n_00216,neutral,6502,"(-4135.299316, -81.688339)"
n_00217,neutral,71,"(-4053.474365, -96.898064)"
n_00218,neutral,412933,"(-4144.987305, -80.022682)"
n_00219,neutral,427,"(-4150.616699, -67.552536)"
n_0022,neutral,201,"(293.631439, 1197.474487)"
n_00220,neutral,1937,"(-4048.449951, -72.555115)"
n_00221,neutral,471,"(-4111.135742, -49.931881)"
n_00222,neutral,2478,"(287.253326, -1625.630493)"
n_00223,neutral,3454,"(302.489471, -1685.610107)"
n_00224,neutral,1679,"(277.353729, -1634.692749)"
n_00225,neutral,1038,"(289.315765, -1636.018433)"
n_00226,neutral,23722,"(283.261597, -1599.332275)"
n_00229,neutral,2560,"(-401.695923, 307.774231)"
n_0023,neutral,339,"(-26.113752, 832.52063)"
n_00230,neutral,113,"(-494.421783, 221.735687)"
n_00231,neutral,67,"(102.692032, -961.08197)"
n_00232,neutral,607,"(-376.130066, -1248.422363)"
n_00233,neutral,293,"(-62.161343, -1031.851318)"
n_00234,neutral,302,"(-30.56251, -168.282074)"
n_00235,neutral,204,"(87.047546, -106.258644)"
n_00236,neutral,11825,"(-4006.123535, -18.172112)"
n_00238,neutral,214,"(-37.88615, 1969.021851)"
n_00239,neutral,943,"(-88.62513, 1982.84314)"
n_0024,neutral,1295,"(-67.597618, 1684.939087)"
n_00240,neutral,1931,"(-168.15654, -202.233597)"
n_00242,neutral,1551,"(-30.398153, -941.588196)"
n_00243,neutral,425,"(-161.492798, 1471.133423)"
n_00244,neutral,335,"(-183.169159, 1470.859863)"
n_00245,neutral,910,"(-169.550278, 1464.67334)"
n_00246,neutral,12164,"(-216.886963, 1505.689453)"
n_00247,neutral,94,"(-174.540359, 1440.805054)"
n_00248,neutral,351,"(-166.964554, 1447.5354)"
n_00249,neutral,315,"(-185.711594, 1461.768921)"
n_0025,neutral,851,"(525.512268, 761.813049)"
n_00250,neutral,27302,"(-339.859406, 758.936646)"
n_00251,neutral,273,"(-172.409607, 1472.762695)"
n_00252,neutral,54,"(-164.623703, 1455.581787)"
n_00253,neutral,170,"(-132.099258, 1549.172974)"
n_00254,neutral,59,"(-190.518829, 1448.781128)"
n_00255,neutral,497,"(186.838806, -1056.602783)"
n_00256,neutral,761,"(198.37558, -1096.984863)"
n_00257,neutral,67,"(643.289795, -774.317078)"
n_00258,neutral,18,"(649.019348, -742.3302)"
n_00259,neutral,35,"(650.413574, -763.825195)"
n_00260,neutral,45,"(637.813843, -762.626526)"
n_00261,neutral,823,"(659.7724, -760.898315)"
n_00262,neutral,128,"(639.05835, -752.011536)"
n_00263,neutral,157,"(649.495056, -755.338501)"
n_00264,neutral,191,"(421.268097, -450.823181)"
n_00266,neutral,96,"(665.37854, -752.637451)"
n_00268,neutral,18862,"(-4037.38623, -99.126144)"
n_00269,neutral,210,"(-323.4729, -732.0979)"
n_0027,neutral,1101,"(937.856689, -45.34882)"
n_00271,neutral,85,"(-3966.917725, -9.860592)"
n_00272,neutral,4225,"(-399.558502, 1020.885132)"
n_00273,neutral,2928,"(-1157.717285, -392.194092)"
n_00274,neutral,1088,"(73.297554, -1219.384521)"
n_00275,neutral,1700,"(232.817276, -665.820068)"
n_00276,neutral,888,"(-978.556824, 375.278442)"
n_00277,neutral,104364,"(295.732513, -454.522736)"
n_00278,neutral,2964,"(239.248428, -500.26358)"
n_0028,neutral,6553,"(386.602448, 1351.376221)"
n_00282,neutral,1261,"(-3816.395752, -96.34053)"
n_00283,neutral,476,"(-663.523132, -112.756905)"
n_00284,neutral,40,"(-13.595756, 1882.890747)"
n_00285,neutral,338,"(26.99049, 1827.619629)"
n_00286,neutral,836,"(128.344528, 1876.936035)"
n_00287,neutral,35424,"(-84.849007, 1745.983276)"
n_00288,neutral,5807,"(293.981934, -1687.842773)"
n_00289,neutral,4289,"(53.432858, -1029.383423)"
n_0029,neutral,135,"(-382.451447, -501.832214)"
n_00290,neutral,73119,"(-3858.2854, 17.072977)"
n_00291,neutral,125,"(-185.013321, 1748.861816)"
n_00292,neutral,20923,"(-205.300201, 1765.320068)"
n_00294,neutral,4845,"(-207.965149, 1784.185791)"
n_00295,neutral,507,"(-1001.84082, 354.882721)"
n_00296,neutral,793,"(-989.083313, 348.632141)"
n_00297,neutral,875,"(-981.080566, 352.861725)"
n_00298,neutral,293,"(-4.927805, 1702.152222)"
n_00299,neutral,454,"(355.212585, -394.686249)"
n_0030,neutral,95,"(-244.634827, -338.991364)"
n_00300,neutral,1193,"(-226.79599, -177.150787)"
n_00301,neutral,3535,"(-68.249397, 1972.589966)"
n_00302,neutral,6062,"(-194.119858, -1192.734619)"
n_00303,neutral,506,"(268.069946, -668.83728)"
n_00304,neutral,250,"(170.750992, -601.001709)"
n_00306,neutral,10718,"(261.760498, -676.916321)"
n_00308,neutral,1645,"(309.387787, -865.924072)"
n_00309,neutral,549,"(-1.483342, -1015.845276)"
n_0031,neutral,922,"(1752.549072, 548.710327)"
n_00310,neutral,2840,"(-4206.086426, -81.274315)"
n_00311,neutral,8308,"(-4026.701416, -79.159859)"
n_00312,neutral,261,"(-220.148331, 1497.680298)"
n_00313,neutral,143,"(-178.183411, 1454.114014)"
n_00314,neutral,669,"(413.78186, 1838.974243)"
n_00315,neutral,21,"(581.993835, -618.772095)"
n_00316,neutral,485,"(582.131653, -607.760376)"
n_00317,neutral,13057,"(377.68924, 1858.464844)"
n_00318,neutral,243,"(-68.537445, 1609.846313)"
n_00319,neutral,854,"(-996.991272, 293.327148)"
n_0032,neutral,48,"(292.384613, -244.152817)"
n_00320,neutral,27,"(173.537842, -45.374397)"
n_00321,neutral,1292,"(331.975433, -147.861923)"
n_00322,neutral,614,"(32.18433, -141.168549)"
n_00324,neutral,8117,"(-3670.20459, -97.0271)"
n_00325,neutral,37071,"(-3526.497803, -100.567955)"
n_00326,neutral,747,"(-1317.696167, -411.091278)"
n_00329,neutral,2039,"(211.100861, -308.282043)"
n_0033,neutral,1406,"(-191.133774, -451.914978)"
n_00330,neutral,43,"(267.685913, -148.549301)"
n_00331,neutral,2444,"(580.82782, 1607.081909)"
n_00332,neutral,56144,"(591.014709, 1610.714478)"
n_00333,neutral,851,"(-3939.217529, -49.946358)"
n_00334,neutral,1488,"(29.018379, -1021.288269)"
n_00335,neutral,536,"(441.24292, -588.499878)"
n_00336,neutral,33056,"(-207.920532, -1206.921265)"
n_00338,neutral,1981,"(140.768829, -1156.599243)"
n_00339,neutral,58222,"(592.493958, -888.195496)"
n_00340,neutral,1588,"(-872.728821, 337.445709)"
n_00341,neutral,763,"(1039.775146, 353.325348)"
n_00342,neutral,2681,"(377.508698, -677.449341)"
n_00343,neutral,3211,"(-4182.342285, -79.487473)"
n_00344,neutral,195,"(143.691971, -763.107239)"
n_00345,neutral,16034,"(-4019.561279, -60.219528)"
n_00346,neutral,113,"(-89.276527, 1679.178345)"
n_00347,neutral,4572,"(-221.455765, 1804.103882)"
n_00348,neutral,3960,"(-179.748703, 1720.491577)"
n_00349,neutral,761,"(-1021.418884, 365.908051)"
n_00350,neutral,191,"(-4152.154785, -37.379322)"
n_00351,neutral,367,"(-4078.901855, -7.951035)"
n_00352,neutral,1297,"(345.209961, 1699.974854)"
n_00353,neutral,1784,"(-87.106812, 1797.472046)"
n_00354,neutral,6737,"(-23.542274, 1837.443848)"
n_00355,neutral,8069,"(-638.901306, 596.463379)"
n_00356,neutral,3880,"(-4200.183105, -70.011124)"
n_00357,neutral,1213,"(-3913.998779, -39.290657)"
n_00358,neutral,372,"(-166.441193, 1184.814209)"
n_00359,neutral,527,"(303.8396, -1529.301147)"
n_00362,neutral,680,"(-171.481476, -433.599304)"
n_00363,neutral,1592,"(555.924561, -959.774597)"
n_00364,neutral,161,"(-10.800504, 1514.836304)"
n_00365,neutral,3425,"(13.406625, 1647.389038)"
n_00366,neutral,202,"(-1330.583984, -366.980469)"
n_00367,neutral,903,"(-145.758011, -757.412231)"
n_00368,neutral,42757,"(209.730179, 1054.794312)"
n_00369,neutral,3509,"(404.034515, -845.164673)"
n_0037,neutral,343,"(-437.893158, 130.78653)"
n_00370,neutral,8094,"(175.482162, -894.046265)"
n_00371,neutral,427,"(-33.95937, 1778.73584)"
n_00374,neutral,959,"(-163.417831, -990.008606)"
n_00377,neutral,200829,"(-3909.060303, -68.923592)"
n_00378,neutral,26755,"(-28.517794, 1317.877075)"
n_00379,neutral,4863,"(-506.525482, 172.712738)"
n_00380,neutral,4433,"(571.028015, -1056.38208)"
n_00381,neutral,1835,"(469.702026, 1824.27417)"
n_00382,neutral,11918,"(-97.144218, -332.444427)"
n_00383,neutral,25360,"(-259.170593, -632.572388)"
n_00384,neutral,8462,"(497.871887, 92.746284)"
n_00388,neutral,230,"(-17.480417, 1664.772583)"
n_0039,neutral,662,"(23178.716797, -18758.431641)"
n_00390,neutral,1647,"(142.696732, -941.855652)"
n_00391,neutral,113,"(390.332275, 953.452026)"
n_00392,neutral,4073,"(447.748871, -891.399536)"
n_00393,neutral,52523,"(-3920.164307, -116.015099)"
n_00394,neutral,1109,"(-77.065735, 33.147915)"
n_00395,neutral,7765,"(-26.257313, 1572.236572)"
n_00396,neutral,1737,"(-122.465836, -291.937256)"
n_00399,neutral,337,"(230.77121, -372.358429)"
n_00400,neutral,320,"(-138.887833, -911.135498)"
n_00401,neutral,1151,"(-149.744629, -906.145752)"
n_00402,neutral,42011,"(-57.174305, 1871.19397)"
n_00403,neutral,1536,"(99.494308, -77.285286)"
n_00404,neutral,43656,"(-267.574188, -468.71347)"
n_00405,neutral,2064,"(-758.35083, 289.95517)"
n_00406,neutral,1343,"(-124.283104, -816.703003)"
n_00407,neutral,720,"(-3961.553223, 18.407551)"
n_00408,neutral,3711,"(-1015.340576, 328.813232)"
n_00409,neutral,1745,"(-49.693455, -229.979187)"
n_0041,neutral,1348,"(-186.802734, -347.935394)"
n_00410,neutral,1289,"(-329.617828, -144.861465)"
n_00411,neutral,3707,"(-969.851013, 309.528625)"
n_00412,neutral,1216,"(-301.831665, -283.657501)"
n_00413,neutral,3017,"(282.707581, -756.325134)"
n_00414,neutral,554,"(-1132.142212, -386.464172)"
n_00416,neutral,950,"(-169.353394, -856.186035)"
n_00417,neutral,15660,"(-746.342651, 220.419891)"
n_00418,neutral,545,"(-680.292236, -111.913086)"
n_00419,neutral,658,"(-392.666901, -162.115067)"
n_00420,neutral,36365,"(995.071289, 456.565979)"
n_00421,neutral,2115,"(790.119629, 1312.434937)"
n_00423,neutral,4007,"(1196.213379, 436.225067)"
n_00424,neutral,837,"(-1346.126221, -329.984039)"
n_00425,neutral,548,"(-886.93866, 306.332764)"
n_00427,neutral,1441210,"(-69.378799, 481.438538)"
n_00428,neutral,320,"(676.971191, 1474.284058)"
n_00429,neutral,994,"(-377.794708, 188.068604)"
n_0043,neutral,3026,"(-572.826721, -74.192001)"
n_00430,neutral,44,"(-174.434311, -947.680908)"
n_00431,neutral,236,"(-159.924057, -949.069336)"
n_00433,neutral,2909,"(-3863.750732, -95.872169)"
n_00435,neutral,802,"(-722.659424, -89.737846)"
n_00436,neutral,9077,"(-3932.114014, 29.404882)"
n_00437,neutral,295408,"(-495.232086, 643.782593)"
n_00438,neutral,2901,"(-4009.115967, -95.10154)"
n_00439,neutral,2815,"(-4112.421875, -9.913972)"
n_00441,neutral,478,"(417.837769, -934.284973)"
n_00442,neutral,1850,"(29.619322, -746.899902)"
n_00443,neutral,124,"(-1341.587769, -383.434509)"
n_00444,neutral,533,"(-751.967957, -24.783442)"
n_00445,neutral,102486,"(23.106905, 523.729309)"
n_00446,neutral,1667,"(-972.677124, 291.324524)"
n_00449,neutral,2640,"(-1266.399292, -402.238434)"
n_0045,neutral,483,"(-195.118256, 1772.950806)"
n_00450,neutral,5313,"(-4054.124756, -48.236103)"
n_00451,neutral,8039,"(-3848.678955, -76.840675)"
n_00453,neutral,8477,"(827.698059, 219.499237)"
n_00455,neutral,13617,"(-240.301651, 287.028351)"
n_00457,neutral,2553,"(548.591492, -233.2052)"
n_00459,neutral,162,"(-261.709534, -522.408447)"
n_00461,neutral,4163,"(-659.484741, 189.156647)"
n_00463,neutral,9472,"(-3881.752686, -46.889477)"
n_00465,neutral,765,"(464.374054, -936.202637)"
n_00466,neutral,11435,"(785.714478, 1602.104614)"
n_00468,neutral,47551,"(735.265198, 1341.448364)"
n_00469,neutral,6342,"(745.32666, 1430.210815)"
n_0047,neutral,0,"(-9101.257813, 25781.25)"
n_00470,neutral,329,"(-52.719517, 1556.770874)"
n_00473,neutral,2889,"(-157.844803, -269.220337)"
n_00475,neutral,2118,"(-1022.81012, 299.781921)"
n_00476,neutral,1820,"(-32.613697, 1649.484741)"
n_00477,neutral,4208,"(-18.759054, -632.325012)"
n_00478,neutral,3073,"(-336.097443, 265.769592)"
n_00479,neutral,150,"(1145.538452, 398.274719)"
n_00480,neutral,9482,"(92.231277, 23.729557)"
n_00481,neutral,234,"(-42.555038, -497.189758)"
n_00484,neutral,29,"(220.749023, -260.776642)"
n_00485,neutral,64443,"(-539.204773, -426.427368)"
n_00486,neutral,6354,"(-339.13736, -116.472412)"
n_00488,neutral,2510608,"(-2687.368652, -28.533075)"
n_00489,neutral,4895,"(-4081.401855, -62.125179)"
n_0049,neutral,12827,"(18408.027344, 23647.150391)"
n_00490,neutral,318,"(-496.928772, 99.691269)"
n_00491,neutral,904,"(194.245636, -292.230896)"
n_00492,neutral,4663,"(-3992.414795, 3.217839)"
n_00493,neutral,6390,"(7.836438, 1620.106079)"
n_00494,neutral,70470,"(-194.764984, -709.944092)"
n_00496,neutral,1471230,"(183.503311, 1846.056519)"
n_00497,neutral,443739,"(-119.122101, 1479.559448)"
n_00498,neutral,5324,"(1179.687378, 451.608948)"
n_00499,neutral,5652,"(-287.701782, -743.439209)"
n_005,neutral,16001,"(-3990.893799, -24218.75)"
n_0050,neutral,1667,"(714.34082, 1650.25354)"
n_00500,neutral,193,"(-4.802023, -221.359818)"
n_00501,neutral,816,"(-1154.95874, -350.407654)"
n_00503,neutral,1334,"(-767.856323, 79.460281)"
n_00505,neutral,2145,"(-821.390991, 141.1091)"
n_00506,neutral,3353,"(-163.651123, 12.43926)"
n_00507,neutral,3024,"(-4100.532227, -21.539961)"
n_00509,neutral,4166,"(-3730.855225, 44.71207)"
n_0051,neutral,11962,"(25572.007813, -15251.697266)"
n_00510,neutral,1031,"(-280.015076, -437.716431)"
n_00511,neutral,4664,"(1137.762695, 360.788513)"
n_00512,neutral,28604,"(-531.452698, -122.162003)"
n_00515,neutral,3580,"(-949.413147, 228.447723)"
n_00516,neutral,4577,"(-751.177856, 20.048542)"
n_00517,neutral,437,"(-732.055664, -51.637878)"
n_00518,neutral,431,"(384.14859, -757.1026)"
n_00519,neutral,333,"(296.020416, -958.739441)"
n_0052,neutral,245,"(376.190521, 899.986206)"
n_00522,neutral,250,"(223.58606, -711.887817)"
n_00525,neutral,878,"(282.788269, -959.713135)"
n_00526,neutral,379,"(268.952759, -985.91156)"
n_00529,neutral,1497,"(151.937714, -715.925476)"
n_00530,neutral,59,"(214.109558, -655.94043)"
n_00531,neutral,18083,"(296.196381, -972.748779)"
n_00532,neutral,3543,"(-226.713562, -217.766022)"
n_00533,neutral,2172,"(-37.035191, 1696.239868)"
n_00535,neutral,312,"(-325.531921, -486.03653)"
n_00536,neutral,1124,"(-224.081406, -818.335449)"
n_00538,neutral,901,"(123.223351, -856.36322)"
n_00539,neutral,247,"(9.017351, -1068.713745)"
n_0054,neutral,532,"(1709.093628, 532.17157)"
n_00540,neutral,192,"(16.549448, -1076.101807)"
n_00541,neutral,5516,"(98.395264, -9.218166)"
n_00542,neutral,134,"(14.147193, -1060.506104)"
n_00543,neutral,165,"(-0.187691, -1073.155762)"
n_00544,neutral,948,"(25.473969, -1062.998779)"
n_00546,neutral,244,"(123.798576, -1016.57251)"
n_00547,neutral,3322,"(121.505493, -749.966492)"
n_00548,neutral,550,"(271.424805, -878.197205)"
